Date,Parameter,Value,Unit of measure
Nov-06,Station electricity usage,66516.0,kWh
Nov-06,Station electricity usage,139341.0,kWh
Nov-06,Station electricity usage,129828.0,kWh
Nov-06,Station electricity usage,48157.0,kWh
Dec-06,Station electricity usage,76816.0,kWh
Dec-06,Station electricity usage,162934.0,kWh
Dec-06,Station electricity usage,130683.0,kWh
Dec-06,Station electricity usage,46033.0,kWh
Jan-07,Station electricity usage,94312.0,kWh
Jan-07,Station electricity usage,143081.0,kWh
Jan-07,Station electricity usage,125105.0,kWh
Jan-07,Station electricity usage,40136.0,kWh
Feb-07,Station electricity usage,71851.0,kWh
Feb-07,Station electricity usage,137284.0,kWh
Feb-07,Station electricity usage,132116.0,kWh
Feb-07,Station electricity usage,38009.0,kWh
Mar-07,Station electricity usage,78271.0,kWh
Mar-07,Station electricity usage,153322.0,kWh
Mar-07,Station electricity usage,135475.0,kWh
Mar-07,Station electricity usage,43964.0,kWh
Apr-07,Station electricity usage,90571.0,kWh
Apr-07,Station electricity usage,130975.0,kWh
Apr-07,Station electricity usage,124235.0,kWh
Apr-07,Station electricity usage,45410.0,kWh
May-07,Station electricity usage,80305.0,kWh
May-07,Station electricity usage,135799.0,kWh
May-07,Station electricity usage,131825.0,kWh
May-07,Station electricity usage,39802.0,kWh
Jun-07,Station electricity usage,75449.0,kWh
Jun-07,Station electricity usage,139069.0,kWh
Jun-07,Station electricity usage,128585.0,kWh
Jun-07,Station electricity usage,41092.0,kWh
Jul-07,Station electricity usage,62826.0,kWh
Jul-07,Station electricity usage,138742.0,kWh
Jul-07,Station electricity usage,132708.0,kWh
Jul-07,Station electricity usage,40650.0,kWh
Aug-07,Station electricity usage,144054.0,kWh
Aug-07,Station electricity usage,153466.0,kWh
Aug-07,Station electricity usage,37853.0,kWh
Sep-07,Station electricity usage,88676.0,kWh
Sep-07,Station electricity usage,139388.0,kWh
Sep-07,Station electricity usage,146312.0,kWh
Sep-07,Station electricity usage,35972.0,kWh
Oct-07,Station electricity usage,85981.0,kWh
Oct-07,Station electricity usage,140030.0,kWh
Oct-07,Station electricity usage,144838.0,kWh
Oct-07,Station electricity usage,36950.0,kWh
Nov-07,Station electricity usage,76809.0,kWh
Nov-07,Station electricity usage,134377.0,kWh
Nov-07,Station electricity usage,122023.0,kWh
Nov-07,Station electricity usage,33955.0,kWh
Dec-07,Station electricity usage,112781.0,kWh
Dec-07,Station electricity usage,96117.0,kWh
Dec-07,Station electricity usage,121830.0,kWh
Dec-07,Station electricity usage,12613.0,kWh
Jan-08,Station electricity usage,82907.0,kWh
Jan-08,Station electricity usage,135791.0,kWh
Jan-08,Station electricity usage,118221.0,kWh
Jan-08,Station electricity usage,33809.0,kWh
Feb-08,Station electricity usage,63367.0,kWh
Feb-08,Station electricity usage,137453.0,kWh
Feb-08,Station electricity usage,113313.0,kWh
Feb-08,Station electricity usage,34497.0,kWh
Mar-08,Station electricity usage,73804.0,kWh
Mar-08,Station electricity usage,148468.0,kWh
Mar-08,Station electricity usage,124451.0,kWh
Mar-08,Station electricity usage,40735.0,kWh
Apr-08,Station electricity usage,90628.0,kWh
Apr-08,Station electricity usage,143665.0,kWh
Apr-08,Station electricity usage,121323.0,kWh
Apr-08,Station electricity usage,37016.0,kWh
May-08,Station electricity usage,68962.0,kWh
May-08,Station electricity usage,150340.0,kWh
May-08,Station electricity usage,102192.0,kWh
May-08,Station electricity usage,40376.0,kWh
Jun-08,Station electricity usage,76519.0,kWh
Jun-08,Station electricity usage,146006.0,kWh
Jun-08,Station electricity usage,127442.0,kWh
Jun-08,Station electricity usage,44524.0,kWh
Jul-08,Station electricity usage,106860.0,kWh
Jul-08,Station electricity usage,157276.0,kWh
Jul-08,Station electricity usage,143646.0,kWh
Jul-08,Station electricity usage,43066.0,kWh
Aug-08,Station electricity usage,96750.0,kWh
Aug-08,Station electricity usage,170590.0,kWh
Aug-08,Station electricity usage,135216.0,kWh
Aug-08,Station electricity usage,45877.0,kWh
Sep-08,Station electricity usage,94375.0,kWh
Sep-08,Station electricity usage,163108.0,kWh
Sep-08,Station electricity usage,130450.0,kWh
Sep-08,Station electricity usage,34695.0,kWh
Oct-08,Station electricity usage,86962.0,kWh
Oct-08,Station electricity usage,152380.0,kWh
Oct-08,Station electricity usage,133727.0,kWh
Oct-08,Station electricity usage,45666.0,kWh
Nov-08,Station electricity usage,70942.0,kWh
Nov-08,Station electricity usage,147089.0,kWh
Nov-08,Station electricity usage,114012.0,kWh
Nov-08,Station electricity usage,44834.0,kWh
Dec-08,Station electricity usage,100425.0,kWh
Dec-08,Station electricity usage,142876.0,kWh
Dec-08,Station electricity usage,127615.0,kWh
Dec-08,Station electricity usage,42730.0,kWh
Jan-09,Station electricity usage,91949.0,kWh
Jan-09,Station electricity usage,145516.0,kWh
Jan-09,Station electricity usage,144673.0,kWh
Jan-09,Station electricity usage,42787.0,kWh
Feb-09,Station electricity usage,75518.0,kWh
Feb-09,Station electricity usage,141741.0,kWh
Feb-09,Station electricity usage,117601.0,kWh
Feb-09,Station electricity usage,40048.0,kWh
Mar-09,Station electricity usage,59851.0,kWh
Mar-09,Station electricity usage,148394.0,kWh
Mar-09,Station electricity usage,117455.0,kWh
Mar-09,Station electricity usage,46954.0,kWh
Apr-09,Station electricity usage,82341.0,kWh
Apr-09,Station electricity usage,150159.0,kWh
Apr-09,Station electricity usage,137948.0,kWh
Apr-09,Station electricity usage,39850.0,kWh
May-09,Station electricity usage,99844.0,kWh
May-09,Station electricity usage,157327.0,kWh
May-09,Station electricity usage,130417.0,kWh
May-09,Station electricity usage,41143.0,kWh
Jun-09,Station electricity usage,102800.0,kWh
Jun-09,Station electricity usage,156766.0,kWh
Jun-09,Station electricity usage,127666.0,kWh
Jun-09,Station electricity usage,37308.0,kWh
Jul-09,Station electricity usage,102548.0,kWh
Jul-09,Station electricity usage,165040.0,kWh
Jul-09,Station electricity usage,128802.0,kWh
Jul-09,Station electricity usage,42368.0,kWh
Aug-09,Station electricity usage,113652.0,kWh
Aug-09,Station electricity usage,170989.0,kWh
Aug-09,Station electricity usage,130246.0,kWh
Aug-09,Station electricity usage,41783.0,kWh
Sep-09,Station electricity usage,92585.0,kWh
Sep-09,Station electricity usage,157431.0,kWh
Sep-09,Station electricity usage,126119.0,kWh
Sep-09,Station electricity usage,39411.0,kWh
Oct-09,Station electricity usage,91088.0,kWh
Oct-09,Station electricity usage,160286.0,kWh
Oct-09,Station electricity usage,124767.0,kWh
Oct-09,Station electricity usage,45121.0,kWh
Nov-09,Station electricity usage,74096.0,kWh
Nov-09,Station electricity usage,150096.0,kWh
Nov-09,Station electricity usage,125415.0,kWh
Nov-09,Station electricity usage,42718.0,kWh
Dec-09,Station electricity usage,15005.0,kWh
Dec-09,Station electricity usage,139745.0,kWh
Dec-09,Station electricity usage,125458.0,kWh
Dec-09,Station electricity usage,40355.0,kWh
Jan-10,Station electricity usage,62785.0,kWh
Jan-10,Station electricity usage,158956.0,kWh
Jan-10,Station electricity usage,131504.0,kWh
Jan-10,Station electricity usage,35225.0,kWh
Feb-10,Station electricity usage,40010.0,kWh
Feb-10,Station electricity usage,145330.0,kWh
Feb-10,Station electricity usage,140120.0,kWh
Feb-10,Station electricity usage,34271.0,kWh
Mar-10,Station electricity usage,55219.0,kWh
Mar-10,Station electricity usage,170048.0,kWh
Mar-10,Station electricity usage,118779.0,kWh
Mar-10,Station electricity usage,40116.0,kWh
Apr-10,Station electricity usage,81130.0,kWh
Apr-10,Station electricity usage,164944.0,kWh
Apr-10,Station electricity usage,123378.0,kWh
Apr-10,Station electricity usage,40766.0,kWh
May-10,Station electricity usage,72648.0,kWh
May-10,Station electricity usage,177124.0,kWh
May-10,Station electricity usage,135718.0,kWh
May-10,Station electricity usage,41033.0,kWh
Jun-10,Station electricity usage,86337.0,kWh
Jun-10,Station electricity usage,164426.0,kWh
Jun-10,Station electricity usage,137194.0,kWh
Jun-10,Station electricity usage,43460.0,kWh
Jul-10,Station electricity usage,96318.0,kWh
Jul-10,Station electricity usage,180660.0,kWh
Jul-10,Station electricity usage,135119.0,kWh
Jul-10,Station electricity usage,49882.0,kWh
Aug-10,Station electricity usage,100563.0,kWh
Aug-10,Station electricity usage,186312.0,kWh
Aug-10,Station electricity usage,136818.0,kWh
Aug-10,Station electricity usage,47082.0,kWh
Sep-10,Station electricity usage,95057.0,kWh
Sep-10,Station electricity usage,172310.0,kWh
Sep-10,Station electricity usage,128200.0,kWh
Sep-10,Station electricity usage,44262.0,kWh
Oct-10,Station electricity usage,90676.0,kWh
Oct-10,Station electricity usage,177479.0,kWh
Oct-10,Station electricity usage,132530.0,kWh
Oct-10,Station electricity usage,44414.0,kWh
Nov-10,Station electricity usage,93361.0,kWh
Nov-10,Station electricity usage,160000.0,kWh
Nov-10,Station electricity usage,131558.0,kWh
Nov-10,Station electricity usage,45041.0,kWh
Dec-10,Station electricity usage,69394.0,kWh
Dec-10,Station electricity usage,154003.0,kWh
Dec-10,Station electricity usage,134489.0,kWh
Dec-10,Station electricity usage,33831.0,kWh
Jan-11,Station electricity usage,76358.0,kWh
Jan-11,Station electricity usage,185750.0,kWh
Jan-11,Station electricity usage,129650.0,kWh
Jan-11,Station electricity usage,31948.0,kWh
Feb-11,Station electricity usage,76580.0,kWh
Feb-11,Station electricity usage,170410.0,kWh
Feb-11,Station electricity usage,121164.0,kWh
Feb-11,Station electricity usage,40814.0,kWh
Mar-11,Station electricity usage,80659.0,kWh
Mar-11,Station electricity usage,185318.0,kWh
Mar-11,Station electricity usage,146782.0,kWh
Mar-11,Station electricity usage,47240.0,kWh
Apr-11,Station electricity usage,103351.0,kWh
Apr-11,Station electricity usage,174654.0,kWh
Apr-11,Station electricity usage,147556.0,kWh
Apr-11,Station electricity usage,50301.0,kWh
May-11,Station electricity usage,118705.0,kWh
May-11,Station electricity usage,156577.0,kWh
May-11,Station electricity usage,130459.0,kWh
May-11,Station electricity usage,50288.0,kWh
Jun-11,Station electricity usage,103423.0,kWh
Jun-11,Station electricity usage,197103.0,kWh
Jun-11,Station electricity usage,138175.0,kWh
Jun-11,Station electricity usage,50809.0,kWh
Jul-11,Station electricity usage,116278.0,kWh
Jul-11,Station electricity usage,160321.0,kWh
Jul-11,Station electricity usage,142697.0,kWh
Jul-11,Station electricity usage,57130.0,kWh
Aug-11,Station electricity usage,94604.0,kWh
Aug-11,Station electricity usage,194624.0,kWh
Aug-11,Station electricity usage,141593.0,kWh
Aug-11,Station electricity usage,58097.0,kWh
Sep-11,Station electricity usage,105516.0,kWh
Sep-11,Station electricity usage,189535.0,kWh
Sep-11,Station electricity usage,144317.0,kWh
Sep-11,Station electricity usage,49792.0,kWh
Oct-11,Station electricity usage,126780.0,kWh
Oct-11,Station electricity usage,186464.0,kWh
Oct-11,Station electricity usage,140099.0,kWh
Oct-11,Station electricity usage,50879.0,kWh
Nov-11,Station electricity usage,92203.0,kWh
Nov-11,Station electricity usage,171000.0,kWh
Nov-11,Station electricity usage,131073.0,kWh
Nov-11,Station electricity usage,48117.0,kWh
Dec-11,Station electricity usage,107910.0,kWh
Dec-11,Station electricity usage,185456.0,kWh
Dec-11,Station electricity usage,128137.0,kWh
Dec-11,Station electricity usage,50110.0,kWh
Jan-12,Station electricity usage,83209.0,kWh
Jan-12,Station electricity usage,170340.0,kWh
Jan-12,Station electricity usage,129625.0,kWh
Jan-12,Station electricity usage,49230.0,kWh
Feb-12,Station electricity usage,68022.0,kWh
Feb-12,Station electricity usage,163791.0,kWh
Feb-12,Station electricity usage,140363.0,kWh
Feb-12,Station electricity usage,47590.0,kWh
Mar-12,Station electricity usage,84057.0,kWh
Mar-12,Station electricity usage,176748.0,kWh
Mar-12,Station electricity usage,137386.0,kWh
Mar-12,Station electricity usage,52385.0,kWh
Apr-12,Station electricity usage,110077.0,kWh
Apr-12,Station electricity usage,160856.0,kWh
Apr-12,Station electricity usage,131814.0,kWh
Apr-12,Station electricity usage,49210.0,kWh
May-12,Station electricity usage,121215.0,kWh
May-12,Station electricity usage,174460.0,kWh
May-12,Station electricity usage,149454.0,kWh
May-12,Station electricity usage,57729.0,kWh
Jun-12,Station electricity usage,105476.0,kWh
Jun-12,Station electricity usage,174460.0,kWh
Jun-12,Station electricity usage,147825.0,kWh
Jun-12,Station electricity usage,58890.0,kWh
Jul-12,Station electricity usage,122837.0,kWh
Jul-12,Station electricity usage,176894.0,kWh
Jul-12,Station electricity usage,154361.0,kWh
Jul-12,Station electricity usage,57479.0,kWh
Aug-12,Station electricity usage,109183.0,kWh
Aug-12,Station electricity usage,176620.0,kWh
Aug-12,Station electricity usage,145450.0,kWh
Aug-12,Station electricity usage,55965.0,kWh
Sep-12,Station electricity usage,112144.0,kWh
Sep-12,Station electricity usage,167984.0,kWh
Sep-12,Station electricity usage,107634.0,kWh
Sep-12,Station electricity usage,56395.0,kWh
Oct-12,Station electricity usage,115189.0,kWh
Oct-12,Station electricity usage,164266.0,kWh
Oct-12,Station electricity usage,139552.0,kWh
Oct-12,Station electricity usage,59410.0,kWh
Nov-12,Station electricity usage,76173.0,kWh
Nov-12,Station electricity usage,145065.0,kWh
Nov-12,Station electricity usage,131884.0,kWh
Nov-12,Station electricity usage,53330.0,kWh
Mar-13,Station electricity usage,92241.0,kWh
Mar-13,Station electricity usage,147713.0,kWh
Mar-13,Station electricity usage,130367.0,kWh
Mar-13,Station electricity usage,48890.0,kWh
Apr-13,Station electricity usage,101461.0,kWh
Apr-13,Station electricity usage,147251.0,kWh
Apr-13,Station electricity usage,150684.0,kWh
Apr-13,Station electricity usage,46433.0,kWh
May-13,Station electricity usage,117848.0,kWh
May-13,Station electricity usage,154235.0,kWh
May-13,Station electricity usage,168028.0,kWh
May-13,Station electricity usage,55335.0,kWh
Jun-13,Station electricity usage,107577.0,kWh
Jun-13,Station electricity usage,155709.0,kWh
Jun-13,Station electricity usage,164790.0,kWh
Jun-13,Station electricity usage,55430.0,kWh
Jul-13,Station electricity usage,106896.0,kWh
Jul-13,Station electricity usage,156697.0,kWh
Jul-13,Station electricity usage,181834.0,kWh
Jul-13,Station electricity usage,56715.0,kWh
Aug-13,Station electricity usage,98738.0,kWh
Aug-13,Station electricity usage,159826.0,kWh
Aug-13,Station electricity usage,190234.0,kWh
Aug-13,Station electricity usage,50970.0,kWh
Sep-13,Station electricity usage,86710.0,kWh
Sep-13,Station electricity usage,147740.0,kWh
Sep-13,Station electricity usage,149448.0,kWh
Sep-13,Station electricity usage,51050.0,kWh
Oct-13,Station electricity usage,84054.0,kWh
Oct-13,Station electricity usage,153588.0,kWh
Oct-13,Station electricity usage,105255.0,kWh
Oct-13,Station electricity usage,50245.0,kWh
Nov-13,Station electricity usage,109484.0,kWh
Nov-13,Station electricity usage,146643.0,kWh
Nov-13,Station electricity usage,89563.0,kWh
Nov-13,Station electricity usage,48470.0,kWh
Dec-13,Station electricity usage,129031.0,kWh
Dec-13,Station electricity usage,78671.0,kWh
Dec-13,Station electricity usage,146086.0,kWh
Dec-13,Station electricity usage,48500.0,kWh
Jan-14,Station electricity usage,91568.0,kWh
Jan-14,Station electricity usage,170551.0,kWh
Jan-14,Station electricity usage,93133.0,kWh
Jan-14,Station electricity usage,48953.0,kWh
Feb-14,Station electricity usage,61993.0,kWh
Feb-14,Station electricity usage,153038.0,kWh
Feb-14,Station electricity usage,121087.0,kWh
Feb-14,Station electricity usage,40125.0,kWh
Mar-14,Station electricity usage,75925.0,kWh
Mar-14,Station electricity usage,171540.0,kWh
Mar-14,Station electricity usage,135616.0,kWh
Mar-14,Station electricity usage,47000.0,kWh
Apr-14,Station electricity usage,57497.0,kWh
Apr-14,Station electricity usage,163357.0,kWh
Apr-14,Station electricity usage,133786.0,kWh
May-14,Station electricity usage,71246.0,kWh
May-14,Station electricity usage,158411.0,kWh
May-14,Station electricity usage,131474.0,kWh
May-14,Station electricity usage,50890.0,kWh
Jun-14,Station electricity usage,90038.0,kWh
Jun-14,Station electricity usage,158868.0,kWh
Jun-14,Station electricity usage,142533.0,kWh
Jun-14,Station electricity usage,46630.0,kWh
Jul-14,Station electricity usage,84856.0,kWh
Jul-14,Station electricity usage,168279.0,kWh
Jul-14,Station electricity usage,146984.0,kWh
Jul-14,Station electricity usage,49410.0,kWh
Aug-14,Station electricity usage,66928.0,kWh
Aug-14,Station electricity usage,167853.0,kWh
Aug-14,Station electricity usage,186006.0,kWh
Aug-14,Station electricity usage,50750.0,kWh
Jun-15,Station electricity usage,92603.0,kWh
Jun-15,Station electricity usage,160087.0,kWh
Jun-15,Station electricity usage,138331.0,kWh
Jun-15,Station electricity usage,46260.0,kWh
Jul-15,Station electricity usage,134418.0,kWh
Jul-15,Station electricity usage,173993.0,kWh
Jul-15,Station electricity usage,152378.0,kWh
Jul-15,Station electricity usage,45215.0,kWh
Aug-15,Station electricity usage,99657.0,kWh
Aug-15,Station electricity usage,166654.0,kWh
Aug-15,Station electricity usage,153606.0,kWh
Aug-15,Station electricity usage,44020.0,kWh
Sep-15,Station electricity usage,89104.0,kWh
Sep-15,Station electricity usage,157951.0,kWh
Sep-15,Station electricity usage,143459.0,kWh
Sep-15,Station electricity usage,42755.0,kWh
Oct-15,Station electricity usage,78649.0,kWh
Oct-15,Station electricity usage,160393.0,kWh
Oct-15,Station electricity usage,143497.0,kWh
Oct-15,Station electricity usage,43350.0,kWh
Nov-15,Station electricity usage,77277.0,kWh
Nov-15,Station electricity usage,149455.0,kWh
Nov-15,Station electricity usage,136738.0,kWh
Nov-15,Station electricity usage,38760.0,kWh
Dec-15,Station electricity usage,80210.0,kWh
Dec-15,Station electricity usage,145933.0,kWh
Dec-15,Station electricity usage,137936.0,kWh
Dec-15,Station electricity usage,40130.0,kWh
Jan-16,Station electricity usage,77620.0,kWh
Jan-16,Station electricity usage,157633.0,kWh
Jan-16,Station electricity usage,143003.0,kWh
Jan-16,Station electricity usage,42234.0,kWh
Feb-16,Station electricity usage,65859.0,kWh
Feb-16,Station electricity usage,153856.0,kWh
Feb-16,Station electricity usage,130376.0,kWh
Feb-16,Station electricity usage,40235.0,kWh
