??,??,????,??,????
16-01-2019 2.00,1099,1.337,5.783,995.262
16-01-2019 3.00,1100,1.335,5.297,762.277
16-01-2019 4.00,1101,1.334,4.847,572.199
16-01-2019 5.00,1102,1.334,4.611,485.751
16-01-2019 6.00,1103,1.336,4.551,464.579
16-01-2019 7.00,1104,1.339,4.413,420.333
16-01-2019 8.00,1105,1.344,4.552,464.786
16-01-2019 9.00,1106,1.348,4.781,550.503
16-01-2019 10.00,1107,1.352,5.466,837.177
16-01-2019 11.00,1108,1.356,6.386,1322.372
16-01-2019 12.00,1109,1.36,7.18,1821.82
16-01-2019 13.00,1110,1.365,7.914,2323.67
16-01-2019 14.00,1111,1.369,8.511,2735.169
16-01-2019 15.00,1112,1.373,8.734,2880.628
16-01-2019 16.00,1113,1.378,8.841,2948.493
16-01-2019 17.00,1114,1.382,9.364,3277.198
16-01-2019 18.00,1115,1.385,10.065,3670.529
16-01-2019 19.00,1116,1.388,10.709,3975.129
16-01-2019 20.00,1117,1.39,11.371,4229.489
16-01-2019 21.00,1118,1.392,10.668,3957.398
16-01-2019 22.00,1119,1.394,9.601,3416.997
16-01-2019 23.00,1120,1.395,8.819,2933.821
17-01-2019 0.00,1121,1.393,8.171,2503.562
17-01-2019 1.00,1122,1.387,7.822,2258.525
17-01-2019 2.00,1123,1.379,7.746,2207.553
17-01-2019 3.00,1124,1.372,7.861,2284.15
17-01-2019 4.00,1125,1.366,8.096,2450.205
17-01-2019 5.00,1126,1.361,8.296,2586.997
17-01-2019 6.00,1127,1.359,8.411,2661.496
17-01-2019 7.00,1128,1.36,8.621,2802.923
17-01-2019 8.00,1129,1.362,9.158,3152.229
17-01-2019 9.00,1130,1.364,9.366,3278.83
17-01-2019 10.00,1131,1.365,9.741,3501.84
17-01-2019 11.00,1132,1.366,10.001,3637.537
17-01-2019 12.00,1133,1.367,9.875,3570.301
17-01-2019 13.00,1134,1.367,9.548,3386.341
17-01-2019 14.00,1135,1.368,9.08,3102.19
17-01-2019 15.00,1136,1.369,8.047,2416.559
17-01-2019 16.00,1137,1.37,7.378,1955.205
17-01-2019 17.00,1138,1.372,7.112,1778.361
17-01-2019 18.00,1139,1.373,6.958,1681.579
17-01-2019 19.00,1140,1.374,6.592,1447.04
17-01-2019 20.00,1141,1.375,6.277,1259.177
17-01-2019 21.00,1142,1.376,6.007,1111.973
17-01-2019 22.00,1143,1.376,5.861,1030.606
17-01-2019 23.00,1144,1.376,5.747,972.513
18-01-2019 0.00,1145,1.373,5.499,850.814
18-01-2019 1.00,1146,1.365,5.222,725.445
18-01-2019 2.00,1147,1.353,4.925,602.244
18-01-2019 3.00,1148,1.343,4.693,514.557
18-01-2019 4.00,1149,1.335,4.303,383.298
18-01-2019 5.00,1150,1.331,3.632,204.639
18-01-2019 6.00,1151,1.329,2.863,68.353
18-01-2019 7.00,1152,1.33,2.361,23.088
18-01-2019 8.00,1153,1.333,1.734,2.846
18-01-2019 9.00,1154,1.335,2.297,19.919
18-01-2019 10.00,1155,1.337,4.235,362.11
18-01-2019 11.00,1156,1.338,5.143,691.375
18-01-2019 12.00,1157,1.339,5.385,797.896
18-01-2019 13.00,1158,1.34,5.152,695.187
18-01-2019 14.00,1159,1.34,4.618,490.565
18-01-2019 15.00,1160,1.341,4.392,414.319
18-01-2019 16.00,1161,1.342,4.76,539.186
18-01-2019 17.00,1162,1.343,4.771,543.646
18-01-2019 18.00,1163,1.343,4.538,463.173
18-01-2019 19.00,1164,1.344,4.293,382.04
18-01-2019 20.00,1165,1.344,4.025,302.804
18-01-2019 21.00,1166,1.344,3.701,220.543
18-01-2019 22.00,1167,1.344,3.391,151.952
18-01-2019 23.00,1168,1.344,3.221,122.471
19-01-2019 0.00,1169,1.342,3.069,96.378
19-01-2019 1.00,1170,1.335,2.914,74.73
19-01-2019 2.00,1171,1.324,3.017,88.753
19-01-2019 3.00,1172,1.315,3.34,142.266
19-01-2019 4.00,1173,1.309,3.63,204.185
19-01-2019 5.00,1174,1.306,3.933,276.422
19-01-2019 6.00,1175,1.305,4.283,379.742
19-01-2019 7.00,1176,1.307,4.462,434.223
19-01-2019 8.00,1177,1.31,3.86,257.49
19-01-2019 9.00,1178,1.313,2.799,61.679
19-01-2019 10.00,1179,1.316,3.887,266.785
19-01-2019 11.00,1180,1.319,5.125,683.701
19-01-2019 12.00,1181,1.322,5.991,1099.735
19-01-2019 13.00,1182,1.324,6.412,1339.28
19-01-2019 14.00,1183,1.327,6.265,1254.855
19-01-2019 15.00,1184,1.33,6.777,1560.497
19-01-2019 16.00,1185,1.333,7.735,2200.796
19-01-2019 17.00,1186,1.336,8.214,2527.138
19-01-2019 18.00,1187,1.339,8.302,2592.618
19-01-2019 19.00,1188,1.342,8.164,2495.355
19-01-2019 20.00,1189,1.344,7.825,2262.077
19-01-2019 21.00,1190,1.345,7.896,2311.959
19-01-2019 22.00,1191,1.347,7.682,2161.173
19-01-2019 23.00,1192,1.347,7.448,2002.552
20-01-2019 0.00,1193,1.345,7.095,1769.019
20-01-2019 1.00,1194,1.34,6.71,1524.61
20-01-2019 2.00,1195,1.333,6.383,1320.658
20-01-2019 3.00,1196,1.325,6.37,1318.497
20-01-2019 4.00,1197,1.32,6.323,1286.961
20-01-2019 5.00,1198,1.316,6.116,1167.837
20-01-2019 6.00,1199,1.315,6.222,1228.617
20-01-2019 7.00,1200,1.315,5.872,1036.412
20-01-2019 8.00,1201,1.316,5.42,814
20-01-2019 9.00,1202,1.318,5.712,958.387
20-01-2019 10.00,1203,1.32,6.392,1325.734
20-01-2019 11.00,1204,1.322,6.998,1703.27
20-01-2019 12.00,1205,1.323,7.605,2111.495
20-01-2019 13.00,1206,1.325,8.024,2398.659
20-01-2019 14.00,1207,1.327,8.012,2393.482
20-01-2019 15.00,1208,1.328,7.899,2316.14
20-01-2019 16.00,1209,1.329,8.464,2697.277
20-01-2019 17.00,1210,1.331,8.726,2872.435
20-01-2019 18.00,1211,1.332,8.164,2495.64
20-01-2019 19.00,1212,1.333,7.154,1808.046
20-01-2019 20.00,1213,1.334,6.23,1237.663
20-01-2019 21.00,1214,1.335,5.381,796.15
20-01-2019 22.00,1215,1.335,4.575,472.816
20-01-2019 23.00,1216,1.336,3.853,255.771
21-01-2019 0.00,1217,1.334,3.237,125.167
21-01-2019 1.00,1218,1.327,2.783,59.861
21-01-2019 2.00,1219,1.317,2.566,38.45
21-01-2019 3.00,1220,1.308,2.533,35.721
21-01-2019 4.00,1221,1.302,2.442,28.489
21-01-2019 5.00,1222,1.299,2.092,10.88
21-01-2019 6.00,1223,1.298,1.636,1.902
21-01-2019 7.00,1224,1.299,1.373,0.483
21-01-2019 8.00,1225,1.301,1.327,0.353
21-01-2019 9.00,1226,1.303,1.286,0.284
21-01-2019 10.00,1227,1.304,3.318,138.22
21-01-2019 11.00,1228,1.305,4.249,366.602
21-01-2019 12.00,1229,1.306,4.891,589.071
21-01-2019 13.00,1230,1.307,5.133,687.185
21-01-2019 14.00,1231,1.308,4.901,592.856
21-01-2019 15.00,1232,1.309,4.666,506.248
21-01-2019 16.00,1233,1.31,4.675,508.277
21-01-2019 17.00,1234,1.311,4.461,433.955
21-01-2019 18.00,1235,1.312,4.494,444.952
21-01-2019 19.00,1236,1.312,5.103,674.618
21-01-2019 20.00,1237,1.313,5.937,1070.753
21-01-2019 21.00,1238,1.313,6.773,1558.26
21-01-2019 22.00,1239,1.312,7.234,1859.7
21-01-2019 23.00,1240,1.311,7.431,1989.772
22-01-2019 0.00,1241,1.307,7.208,1840.16
22-01-2019 1.00,1242,1.301,6.851,1612.956
22-01-2019 2.00,1243,1.293,6.715,1524.748
22-01-2019 3.00,1244,1.285,5.944,1077.023
22-01-2019 4.00,1245,1.28,5.605,901.726
22-01-2019 5.00,1246,1.278,5.767,982.334
22-01-2019 6.00,1247,1.278,6.048,1135.283
22-01-2019 7.00,1248,1.28,5.949,1081.701
22-01-2019 8.00,1249,1.283,5.255,739.898
22-01-2019 9.00,1250,1.287,5.145,692.221
22-01-2019 10.00,1251,1.291,5.304,765.51
22-01-2019 11.00,1252,1.294,4.805,559.808
22-01-2019 12.00,1253,1.298,4.908,595.679
22-01-2019 13.00,1254,1.301,5.341,777.987
22-01-2019 14.00,1255,1.305,5.982,1098.962
22-01-2019 15.00,1256,1.309,7.705,2176.488
22-01-2019 16.00,1257,1.313,9.378,3286.125
22-01-2019 17.00,1258,1.317,9.099,3114.118
22-01-2019 18.00,1259,1.321,8.424,2674.315
22-01-2019 19.00,1260,1.324,7.948,2343.775
22-01-2019 20.00,1261,1.327,7.76,2221.212
22-01-2019 21.00,1262,1.33,7.359,1941.757
22-01-2019 22.00,1263,1.332,7.014,1716.151
22-01-2019 23.00,1264,1.334,6.74,1543.298
23-01-2019 0.00,1265,1.332,6.43,1348.786
23-01-2019 1.00,1266,1.327,6.196,1214.995
23-01-2019 2.00,1267,1.321,5.851,1025.802
23-01-2019 3.00,1268,1.317,5.574,891.023
23-01-2019 4.00,1269,1.314,5.621,909.481
23-01-2019 5.00,1270,1.313,5.679,938.35
23-01-2019 6.00,1271,1.313,5.66,928.59
23-01-2019 7.00,1272,1.315,5.469,837.269
23-01-2019 8.00,1273,1.319,5.379,795.121
23-01-2019 9.00,1274,1.322,6.671,1499.756
23-01-2019 10.00,1275,1.324,8.065,2424.904
23-01-2019 11.00,1276,1.326,8.778,2912.839
23-01-2019 12.00,1277,1.329,9.07,3095.768
23-01-2019 13.00,1278,1.331,9.232,3197.714
23-01-2019 14.00,1279,1.333,9.164,3157.317
23-01-2019 15.00,1280,1.337,8.78,2914.976
23-01-2019 16.00,1281,1.34,8.838,2947.654
23-01-2019 17.00,1282,1.344,8.747,2888.596
23-01-2019 18.00,1283,1.347,8.463,2696.945
23-01-2019 19.00,1284,1.349,8.043,2411.313
23-01-2019 20.00,1285,1.351,7.69,2166.35
23-01-2019 21.00,1286,1.353,7.341,1929.72
23-01-2019 22.00,1287,1.354,7.25,1868.013
23-01-2019 23.00,1288,1.354,6.787,1567.162
24-01-2019 0.00,1289,1.351,6.248,1243.486
24-01-2019 1.00,1290,1.343,5.575,891.679
24-01-2019 2.00,1291,1.335,4.94,608.276
24-01-2019 3.00,1292,1.328,4.297,382.135
24-01-2019 4.00,1293,1.322,3.733,226.069
24-01-2019 5.00,1294,1.319,3.042,92.365
24-01-2019 6.00,1295,1.318,2.521,34.17
24-01-2019 7.00,1296,1.319,2.065,10.035
24-01-2019 8.00,1297,1.322,2.313,20.798
24-01-2019 9.00,1298,1.324,2.83,64.359
24-01-2019 10.00,1299,1.325,3.458,166.999
24-01-2019 11.00,1300,1.326,4.182,346.456
24-01-2019 12.00,1301,1.328,4.39,413.852
24-01-2019 13.00,1302,1.329,4.351,398.297
24-01-2019 14.00,1303,1.33,4.278,377.607
24-01-2019 15.00,1304,1.332,4.311,385.589
24-01-2019 16.00,1305,1.335,4.669,506.32
24-01-2019 17.00,1306,1.337,4.75,535.413
24-01-2019 18.00,1307,1.339,4.584,476.08
24-01-2019 19.00,1308,1.34,4.424,421.984
24-01-2019 20.00,1309,1.342,4.421,420.971
24-01-2019 21.00,1310,1.343,4.579,474.062
24-01-2019 22.00,1311,1.344,4.896,590.938
24-01-2019 23.00,1312,1.345,5.283,756.353
25-01-2019 0.00,1313,1.343,5.569,888.769
25-01-2019 1.00,1314,1.337,5.756,976.926
25-01-2019 2.00,1315,1.33,5.711,958.357
25-01-2019 3.00,1316,1.325,5.794,1001.207
25-01-2019 4.00,1317,1.322,5.99,1099.212
25-01-2019 5.00,1318,1.32,6.187,1211.153
25-01-2019 6.00,1319,1.319,6.385,1322.036
25-01-2019 7.00,1320,1.321,5.872,1036.686
25-01-2019 8.00,1321,1.324,5.098,672.685
25-01-2019 9.00,1322,1.326,5.06,660.696
25-01-2019 10.00,1323,1.327,5.366,789.279
25-01-2019 11.00,1324,1.328,5.7,953.254
25-01-2019 12.00,1325,1.33,5.979,1098.25
25-01-2019 13.00,1326,1.331,6.113,1166.159
25-01-2019 14.00,1327,1.333,6.101,1164.475
25-01-2019 15.00,1328,1.336,5.617,907.537
25-01-2019 16.00,1329,1.34,6.168,1201.058
25-01-2019 17.00,1330,1.343,6.998,1703.275
25-01-2019 18.00,1331,1.345,7.508,2046.815
25-01-2019 19.00,1332,1.347,7.857,2283.283
25-01-2019 20.00,1333,1.349,8.034,2407.282
25-01-2019 21.00,1334,1.35,8.053,2421.047
25-01-2019 22.00,1335,1.351,8.041,2408.208
25-01-2019 23.00,1336,1.35,8.025,2400.061
26-01-2019 0.00,1337,1.346,7.807,2246.791
26-01-2019 1.00,1338,1.337,7.111,1776.653
26-01-2019 2.00,1339,1.326,6.354,1306.935
26-01-2019 3.00,1340,1.316,5.97,1093.256
26-01-2019 4.00,1341,1.308,5.447,829.532
26-01-2019 5.00,1342,1.303,4.949,611.756
26-01-2019 6.00,1343,1.3,4.414,420.378
26-01-2019 7.00,1344,1.301,4.235,362.301
26-01-2019 8.00,1345,1.304,4.15,339.578
26-01-2019 9.00,1346,1.307,4.067,313.2
26-01-2019 10.00,1347,1.309,3.964,287.254
26-01-2019 11.00,1348,1.31,4.602,482.125
26-01-2019 12.00,1349,1.312,5.187,710.289
26-01-2019 13.00,1350,1.313,5.63,913.826
26-01-2019 14.00,1351,1.314,5.674,935.614
26-01-2019 15.00,1352,1.317,6.035,1126.151
26-01-2019 16.00,1353,1.32,7.483,2027.6
26-01-2019 17.00,1354,1.322,8.405,2660.743
26-01-2019 18.00,1355,1.324,8.797,2923.625
26-01-2019 19.00,1356,1.325,8.71,2868.281
26-01-2019 20.00,1357,1.326,8.444,2687.869
26-01-2019 21.00,1358,1.326,8.402,2660.738
26-01-2019 22.00,1359,1.326,8.701,2856.536
26-01-2019 23.00,1360,1.325,9.082,3102.99
27-01-2019 0.00,1361,1.32,9.277,3224.771
27-01-2019 1.00,1362,1.311,9.274,3222.522
27-01-2019 2.00,1363,1.3,8.984,3043.787
27-01-2019 3.00,1364,1.29,8.575,2779.024
27-01-2019 4.00,1365,1.283,8.269,2565.307
27-01-2019 5.00,1366,1.279,7.978,2364.969
27-01-2019 6.00,1367,1.277,7.805,2245.168
27-01-2019 7.00,1368,1.277,7.597,2107.485
27-01-2019 8.00,1369,1.279,6.609,1456.837
27-01-2019 9.00,1370,1.282,7.544,2066.847
27-01-2019 10.00,1371,1.284,9.24,3208.179
27-01-2019 11.00,1372,1.286,9.159,3152.209
27-01-2019 12.00,1373,1.287,8.99,3051.184
27-01-2019 13.00,1374,1.289,8.53,2748.64
27-01-2019 14.00,1375,1.291,7.443,2002.441
27-01-2019 15.00,1376,1.294,8.175,2503.593
27-01-2019 16.00,1377,1.298,9.234,3200.787
27-01-2019 17.00,1378,1.302,9.155,3152.289
27-01-2019 18.00,1379,1.306,8.645,2821.982
27-01-2019 19.00,1380,1.31,7.703,2175.402
27-01-2019 20.00,1381,1.314,7.01,1716.044
27-01-2019 21.00,1382,1.318,6.177,1203.759
27-01-2019 22.00,1383,1.322,5.755,976.113
27-01-2019 23.00,1384,1.324,5.438,822.19
28-01-2019 0.00,1385,1.323,4.843,570.596
28-01-2019 1.00,1386,1.317,4.633,496.512
28-01-2019 2.00,1387,1.311,5.107,676.19
28-01-2019 3.00,1388,1.306,5.638,917.85
28-01-2019 4.00,1389,1.302,5.771,984.83
28-01-2019 5.00,1390,1.3,5.213,721.538
28-01-2019 6.00,1391,1.3,5.204,719.986
28-01-2019 7.00,1392,1.302,5.266,744.482
28-01-2019 8.00,1393,1.305,5.603,900.983
28-01-2019 9.00,1394,1.308,5.907,1054.754
28-01-2019 10.00,1395,1.31,6.637,1473.411
28-01-2019 11.00,1396,1.312,7.097,1770.83
28-01-2019 12.00,1397,1.314,7.51,2049.893
28-01-2019 13.00,1398,1.316,7.714,2182.798
28-01-2019 14.00,1399,1.318,7.458,2008.046
28-01-2019 15.00,1400,1.32,6.452,1362.116
28-01-2019 16.00,1401,1.323,6.677,1499.917
28-01-2019 17.00,1402,1.325,6.709,1523.263
28-01-2019 18.00,1403,1.327,6.335,1295.324
28-01-2019 19.00,1404,1.328,5.677,937.228
28-01-2019 20.00,1405,1.33,4.782,550.855
28-01-2019 21.00,1406,1.331,3.915,271.673
28-01-2019 22.00,1407,1.332,3.532,180.665
28-01-2019 23.00,1408,1.331,3.584,192.011
29-01-2019 0.00,1409,1.326,3.647,206.609
29-01-2019 1.00,1410,1.316,3.77,235.025
29-01-2019 2.00,1411,1.303,4.14,336.649
29-01-2019 3.00,1412,1.293,4.969,619.911
29-01-2019 4.00,1413,1.287,6.139,1180.835
29-01-2019 5.00,1414,1.284,7.283,1894.578
29-01-2019 6.00,1415,1.283,7.98,2365.773
29-01-2019 7.00,1416,1.284,7.518,2050.135
29-01-2019 8.00,1417,1.286,5.944,1076.918
29-01-2019 9.00,1418,1.288,5.467,837.198
29-01-2019 10.00,1419,1.29,7.065,1746.005
29-01-2019 11.00,1420,1.291,8.253,2555.635
29-01-2019 12.00,1421,1.293,8.631,2809.442
29-01-2019 13.00,1422,1.294,8.499,2721.68
29-01-2019 14.00,1423,1.296,8.398,2657.737
29-01-2019 15.00,1424,1.298,8.912,2995.98
29-01-2019 16.00,1425,1.301,9.64,3439.49
29-01-2019 17.00,1426,1.303,9.994,3633.54
29-01-2019 18.00,1427,1.305,10.174,3729.415
29-01-2019 19.00,1428,1.307,10.457,3862.684
29-01-2019 20.00,1429,1.308,10.545,3903.047
29-01-2019 21.00,1430,1.309,10.004,3639.203
29-01-2019 22.00,1431,1.31,10.491,3882.827
29-01-2019 23.00,1432,1.311,10.244,3761.032
30-01-2019 0.00,1433,1.308,9.924,3600.01
30-01-2019 1.00,1434,1.304,9.448,3328.948
30-01-2019 2.00,1435,1.301,8.627,2807.23
30-01-2019 3.00,1436,1.3,7.74,2207.462
30-01-2019 4.00,1437,1.301,7.834,2269.472
30-01-2019 5.00,1438,1.302,8.029,2406.556
30-01-2019 6.00,1439,1.305,8.147,2485.962
30-01-2019 7.00,1440,1.31,8.564,2766.947
30-01-2019 8.00,1441,1.316,8.999,3051.075
30-01-2019 9.00,1442,1.321,10.028,3651.464
30-01-2019 10.00,1443,1.325,11.057,4115.781
30-01-2019 11.00,1444,1.329,11.488,4271.449
30-01-2019 12.00,1445,1.332,11.854,4380.234
30-01-2019 13.00,1446,1.335,12.436,4529.322
30-01-2019 14.00,1447,1.339,12.779,4602.714
30-01-2019 15.00,1448,1.342,12.517,4548.341
30-01-2019 16.00,1449,1.347,12.408,4523.427
30-01-2019 17.00,1450,1.351,12.433,4528.587
30-01-2019 18.00,1451,1.355,12.454,4533.467
30-01-2019 19.00,1452,1.358,12.15,4462.937
30-01-2019 20.00,1453,1.361,11.615,4308.969
30-01-2019 21.00,1454,1.363,10.982,4087.524
30-01-2019 22.00,1455,1.364,10.278,3777.596
30-01-2019 23.00,1456,1.364,9.715,3484.947
31-01-2019 0.00,1457,1.36,8.811,2928.378
31-01-2019 1.00,1458,1.35,8.559,2762.073
31-01-2019 2.00,1459,1.34,8.073,2432.48
31-01-2019 3.00,1460,1.332,7.658,2151.271
31-01-2019 4.00,1461,1.327,7.059,1741.943
31-01-2019 5.00,1462,1.324,6.255,1248.977
31-01-2019 6.00,1463,1.322,5.703,954.73
31-01-2019 7.00,1464,1.323,5.143,691.312
31-01-2019 8.00,1465,1.325,5.275,750.466
31-01-2019 9.00,1466,1.326,7.084,1761.93
31-01-2019 10.00,1467,1.328,7.973,2361.078
31-01-2019 11.00,1468,1.329,8.546,2756.138
31-01-2019 12.00,1469,1.33,8.664,2834.107
31-01-2019 13.00,1470,1.332,8.453,2689.661
31-01-2019 14.00,1471,1.333,8.077,2437.023
31-01-2019 15.00,1472,1.335,7.335,1928.205
31-01-2019 16.00,1473,1.337,6.744,1545.739
31-01-2019 17.00,1474,1.339,5.956,1086.04
31-01-2019 18.00,1475,1.341,4.925,602.382
31-01-2019 19.00,1476,1.343,4.09,319.648
31-01-2019 20.00,1477,1.344,3.872,262.919
31-01-2019 21.00,1478,1.344,4.043,306.338
31-01-2019 22.00,1479,1.344,4.819,561.773
31-01-2019 23.00,1480,1.344,5.95,1082.957
01-02-2019 0.00,1481,1.34,6.909,1644.301
01-02-2019 1.00,1482,1.331,7.286,1894.666
01-02-2019 2.00,1483,1.321,7.296,1898.71
01-02-2019 3.00,1484,1.312,7.042,1730.802
01-02-2019 4.00,1485,1.306,6.467,1372.079
01-02-2019 5.00,1486,1.304,5.775,988.592
01-02-2019 6.00,1487,1.303,5.388,799.345
01-02-2019 7.00,1488,1.304,4.629,494.883
01-02-2019 8.00,1489,1.308,3.304,135.538
01-02-2019 9.00,1490,1.312,3.049,93.516
01-02-2019 10.00,1491,1.316,3.151,109.266
01-02-2019 11.00,1492,1.32,4.198,351.186
01-02-2019 12.00,1493,1.323,5.222,725.246
01-02-2019 13.00,1494,1.325,5.292,760.191
01-02-2019 14.00,1495,1.328,4.823,563.079
01-02-2019 15.00,1496,1.33,4.177,344.799
01-02-2019 16.00,1497,1.333,3.703,221.195
01-02-2019 17.00,1498,1.335,3.433,160.289
01-02-2019 18.00,1499,1.337,3.504,175.865
01-02-2019 19.00,1500,1.339,3.88,264.97
01-02-2019 20.00,1501,1.34,4.248,366.182
01-02-2019 21.00,1502,1.341,4.604,482.869
01-02-2019 22.00,1503,1.342,5.2,719.872
01-02-2019 23.00,1504,1.341,5.655,926.088
02-02-2019 0.00,1505,1.338,6.137,1179.578
02-02-2019 1.00,1506,1.33,6.746,1547.034
02-02-2019 2.00,1507,1.32,7.392,1969.782
02-02-2019 3.00,1508,1.31,7.874,2297.03
02-02-2019 4.00,1509,1.304,7.995,2379.735
02-02-2019 5.00,1510,1.3,7.947,2343.007
02-02-2019 6.00,1511,1.299,7.811,2249.827
02-02-2019 7.00,1512,1.3,7.35,1941.547
02-02-2019 8.00,1513,1.303,5.963,1089.784
02-02-2019 9.00,1514,1.306,5.424,815.956
02-02-2019 10.00,1515,1.308,6.166,1199.479
02-02-2019 11.00,1516,1.31,6.784,1565.124
02-02-2019 12.00,1517,1.311,7.163,1811.927
02-02-2019 13.00,1518,1.312,6.881,1626.653
02-02-2019 14.00,1519,1.313,7.162,1811.012
02-02-2019 15.00,1520,1.314,8.199,2516.847
02-02-2019 16.00,1521,1.316,9.012,3063.942
02-02-2019 17.00,1522,1.318,9.47,3340.755
02-02-2019 18.00,1523,1.321,9.6,3416.833
02-02-2019 19.00,1524,1.323,9.506,3365.143
02-02-2019 20.00,1525,1.325,8.975,3035.198
02-02-2019 21.00,1526,1.326,8.304,2592.629
02-02-2019 22.00,1527,1.328,8.092,2444.844
02-02-2019 23.00,1528,1.328,7.742,2207.495
03-02-2019 0.00,1529,1.327,7.61,2111.595
03-02-2019 1.00,1530,1.322,7.287,1894.689
03-02-2019 2.00,1531,1.316,6.77,1556.239
03-02-2019 3.00,1532,1.312,6.181,1205.123
03-02-2019 4.00,1533,1.308,5.839,1019.61
03-02-2019 5.00,1534,1.307,5.251,738.213
03-02-2019 6.00,1535,1.308,4.433,424.824
03-02-2019 7.00,1536,1.31,3.43,159.615
03-02-2019 8.00,1537,1.315,3.117,104.745
03-02-2019 9.00,1538,1.32,4.342,395.319
03-02-2019 10.00,1539,1.326,5.883,1042.586
03-02-2019 11.00,1540,1.331,6.943,1670.745
03-02-2019 12.00,1541,1.336,7.66,2152.315
03-02-2019 13.00,1542,1.341,8.454,2690.758
03-02-2019 14.00,1543,1.345,9.172,3164.812
03-02-2019 15.00,1544,1.349,9.544,3384.099
03-02-2019 16.00,1545,1.354,9.649,3450.282
03-02-2019 17.00,1546,1.358,9.842,3552.447
03-02-2019 18.00,1547,1.362,9.856,3559.97
03-02-2019 19.00,1548,1.365,9.155,3152.277
03-02-2019 20.00,1549,1.368,8.226,2534.885
03-02-2019 21.00,1550,1.371,7.167,1817.933
03-02-2019 22.00,1551,1.373,6.197,1215.048
03-02-2019 23.00,1552,1.374,5.729,963.393
04-02-2019 0.00,1553,1.37,5.512,856.924
04-02-2019 1.00,1554,1.363,4.984,626.031
04-02-2019 2.00,1555,1.357,5.039,651.914
04-02-2019 3.00,1556,1.352,5.402,805.81
04-02-2019 4.00,1557,1.348,5.705,955.847
04-02-2019 5.00,1558,1.346,5.986,1099.083
04-02-2019 6.00,1559,1.345,6.309,1277.648
04-02-2019 7.00,1560,1.346,7.062,1743.443
04-02-2019 8.00,1561,1.348,8.114,2460.547
04-02-2019 9.00,1562,1.351,8.96,3025.332
04-02-2019 10.00,1563,1.352,9.821,3541.636
04-02-2019 11.00,1564,1.354,10.187,3736.917
04-02-2019 12.00,1565,1.355,10.315,3795.57
04-02-2019 13.00,1566,1.356,10.132,3704.964
04-02-2019 14.00,1567,1.357,9.351,3269.652
04-02-2019 15.00,1568,1.359,7.751,2209.588
04-02-2019 16.00,1569,1.362,6.084,1153.526
04-02-2019 17.00,1570,1.365,4.929,604.185
04-02-2019 18.00,1571,1.367,4.066,312.695
04-02-2019 19.00,1572,1.37,3.425,158.619
04-02-2019 20.00,1573,1.373,2.653,45.545
04-02-2019 21.00,1574,1.375,2.054,9.665
04-02-2019 22.00,1575,1.376,1.791,3.71
04-02-2019 23.00,1576,1.376,2.231,16.231
05-02-2019 0.00,1577,1.372,2.73,54.074
05-02-2019 1.00,1578,1.365,3.326,139.674
05-02-2019 2.00,1579,1.36,4.225,359.112
05-02-2019 3.00,1580,1.356,5.391,800.703
05-02-2019 4.00,1581,1.353,6.02,1115.589
05-02-2019 5.00,1582,1.352,6.848,1610.391
05-02-2019 6.00,1583,1.353,7.141,1802.321
05-02-2019 7.00,1584,1.355,7.362,1944.721
05-02-2019 8.00,1585,1.358,8.718,2868.772
05-02-2019 9.00,1586,1.362,10.122,3700.037
05-02-2019 10.00,1587,1.364,10.836,4030.086
05-02-2019 11.00,1588,1.366,11.237,4184.962
05-02-2019 12.00,1589,1.368,11.522,4280.385
05-02-2019 13.00,1590,1.37,11.54,4285.338
05-02-2019 14.00,1591,1.371,11.109,4135.975
05-02-2019 15.00,1592,1.374,9.961,3621.386
05-02-2019 16.00,1593,1.377,8.72,2868.834
05-02-2019 17.00,1594,1.38,7.976,2363.318
05-02-2019 18.00,1595,1.382,6.836,1600.37
05-02-2019 19.00,1596,1.384,5.095,671.324
05-02-2019 20.00,1597,1.386,3.761,232.938
05-02-2019 21.00,1598,1.388,3.295,133.896
05-02-2019 22.00,1599,1.389,3.452,165.88
05-02-2019 23.00,1600,1.39,4.237,362.689
06-02-2019 0.00,1601,1.384,4.976,622.744
06-02-2019 1.00,1602,1.374,5.141,690.522
06-02-2019 2.00,1603,1.367,4.852,574.038
06-02-2019 3.00,1604,1.362,4.398,416.424
06-02-2019 4.00,1605,1.359,4.091,319.978
06-02-2019 5.00,1606,1.357,3.661,209.257
06-02-2019 6.00,1607,1.356,3.288,132.667
06-02-2019 7.00,1608,1.357,2.891,71.794
06-02-2019 8.00,1609,1.36,3.563,187.342
06-02-2019 9.00,1610,1.364,5.942,1074.14
06-02-2019 10.00,1611,1.368,7.108,1775.173
06-02-2019 11.00,1612,1.371,7.674,2159.435
06-02-2019 12.00,1613,1.374,7.894,2309.439
06-02-2019 13.00,1614,1.377,7.994,2379.727
06-02-2019 14.00,1615,1.38,8.004,2385.922
06-02-2019 15.00,1616,1.383,7.756,2215.968
06-02-2019 16.00,1617,1.386,7.361,1943.581
06-02-2019 17.00,1618,1.389,7.22,1847.883
06-02-2019 18.00,1619,1.391,6.712,1524.657
06-02-2019 19.00,1620,1.393,6.093,1156.4
06-02-2019 20.00,1621,1.395,5.509,855.783
06-02-2019 21.00,1622,1.396,5.293,760.564
06-02-2019 22.00,1623,1.397,4.882,588.488
06-02-2019 23.00,1624,1.395,4.726,526.537
